"id","created","updated","title","description","priority","investigation_type","event_datetime","completion_due_date","steps_completed","function_location","equipment_description","object_type","catalog_profile","catalog_profiles","object_part_description","damage_code","supervisor_id","event_type","status","total_effective_duration","total_tonnes_lost","date_closed","total_event_duration","cause_code","is_archived","archive_user_id","archive_datetime"
846,2020-01-30 13:43:52.000 +0800,2020-01-31 13:14:04.000 +0800,PU554 Liner Blow Out; Historical Sharepoint Solomon Id 342,,Medium,2,2020-01-29 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND2-PV505 -ASBLY,Receiver Air PV505,Pressure Vessel,PM-ARVS,'{}',,,5424,1,3,0.6,4826.0,2022-08-01 08:00:00.000 +0800,,,,,
847,2020-02-06 02:04:45.000 +0800,2020-04-18 03:22:15.000 +0800,CRC364 Motor Failure; Historical Sharepoint Solomon Id 343,,Medium,1,2020-02-02 16:00:00.000 +0800,,5,SOL-FT-CRSH-CRUSH4-CRC364-DRIV1,Motor Electric Drive CRC364,Electrical Motor,PM-MTRS,'{}',,,6515,1,3,1.4,0.0,2022-08-01 08:00:00.000 +0800,,,,,
848,2020-02-11 00:47:35.000 +0800,2020-04-18 03:37:28.000 +0800,PU130 fail to start; Historical Sharepoint Solomon Id 344,,Medium,2,2020-02-08 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH2-PU130 -DRIV1,Motor Electric Flood Mitigation,Electrical Motor,PMGENERAL,'{}',,,10082,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
849,2020-02-12 02:22:53.000 +0800,2020-02-19 00:42:19.000 +0800,CV361 PY09 Shell Failure; Historical Sharepoint Solomon Id 345,,Medium,3,2020-02-09 16:00:00.000 +0800,,5,SOL-FT-CRSH-CONVEY-CV361 -ASBLY,Pulley Tail CV361-PY09,Pulley,PM-PLYS,'{}',,,2686,1,3,8.0,30000.0,2022-08-01 08:00:00.000 +0800,,,,,
851,2020-02-17 22:47:50.000 +0800,2020-02-17 22:47:50.000 +0800,PU203 VSD Phase Module Failure; Historical Sharepoint Solomon Id 347,,Medium,3,2020-02-15 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB3-PU203 -DRIV1,VSD Drive Motor PU203,Variable Speed Drive,PM-VSD,'{}',,,11111,1,3,2.4,21121.0,2022-08-01 08:00:00.000 +0800,,,,,
852,2020-02-17 23:35:22.000 +0800,2020-03-06 01:45:52.000 +0800,PU202 VSD Phase Module failure; Historical Sharepoint Solomon Id 348,,Medium,1,2020-02-17 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB2-PU202 -DRIV1,VSD Drive Motor PU202,Variable Speed Drive,PM-VSD,'{}',,,3385,1,3,1.3,13491.0,2022-08-01 08:00:00.000 +0800,,,,,
853,2020-02-18 07:27:28.000 +0800,2021-06-24 00:25:32.000 +0800,CV113 Gbox split oil line; Historical Sharepoint Solomon Id 349,,Medium,1,2020-02-17 16:00:00.000 +0800,,5,SOL-KV-RMIN-CONVEY-CV113 -DRIV1,Lube Unit Gearbox CV113,Lubrication Unit,PM-GEAR,'{}',,,10082,1,3,1.26,11043.0,2022-08-01 08:00:00.000 +0800,,,,,
854,2020-02-20 07:44:42.000 +0800,2020-04-01 03:24:32.000 +0800,CV302 Starting Speed Reference; Historical Sharepoint Solomon Id 350,,Medium,1,2020-02-18 16:00:00.000 +0800,,5,SOL-KV-CRSH-CONVEY-CV302 -EICON,Sensor Speed CV302-SSL3025A,Speed Transmitter,PM-INST,'{}',,,1823,1,3,2.6,0.0,2022-08-01 08:00:00.000 +0800,,,,,
856,2020-02-26 22:15:29.000 +0800,2020-04-19 09:08:34.000 +0800,CV113 drive motor misalignment; Historical Sharepoint Solomon Id 352,,Medium,1,2020-02-19 16:00:00.000 +0800,,5,SOL-KV-RMIN-CONVEY-CV113 -DRIV1,VSD Drive Motor CV113,Variable Speed Drive,PM-VSD,'{}',,,10082,1,3,10.5,88143.0,2022-08-01 08:00:00.000 +0800,,,,,
858,2020-03-05 03:07:12.000 +0800,2020-04-07 07:09:08.000 +0800,CV125 BELT RIP; Historical Sharepoint Solomon Id 354,,Medium,2,2020-03-03 16:00:00.000 +0800,,5,SOL-FT-RMIN-CONVEY-CV125 -ASBLY,Belt Conveyor CV125,Conveyor Belting,PM-CVBT,'{}',,,2686,1,3,10.5,50000.0,2022-08-01 08:00:00.000 +0800,,,,,
859,2020-03-05 07:16:22.000 +0800,2020-03-11 08:07:50.000 +0800,CV121 Magnet trolley failure; Historical Sharepoint Solomon Id 355,,Medium,1,2020-01-10 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH2-CV121 -MAG01,Electric Magnet Trolley CV121,Electrical Motor,PM-TRLY,'{}',,,10082,1,3,2.3,18517.0,2022-08-01 08:00:00.000 +0800,,,,,
870,2020-03-29 23:27:18.000 +0800,2020-04-18 07:26:48.000 +0800,FR502 Head Pulley Bearing Failure; Historical Sharepoint Solomon Id 366,,Medium,2,2020-03-27 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND2-FR502 -ASBLY,Pulley Head FR502,Pulley,PM-PLYS,'{}',,,5424,1,3,9.9,84965.0,2022-08-01 08:00:00.000 +0800,,,,,
860,2020-03-06 02:30:53.000 +0800,2020-04-16 00:42:00.000 +0800,CRC301 Sheared hold down bolt; Historical Sharepoint Solomon Id 356,,Medium,1,2020-03-05 16:00:00.000 +0800,,5,SOL-KV-CRSH-CRUSH1-CRC301-ASBLY,Structure Cone Crusher CRC301,Crusher – Cone,PM-STRC,'{}',,,10082,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
861,2020-03-08 06:05:27.000 +0800,2020-07-09 23:57:01.000 +0800,BN111 Liners dislodged; Historical Sharepoint Solomon Id 357,,Medium,1,2020-03-07 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH1-BN111 -ASBLY,Structure Feed Bin BN111,Bin,PM-STRC,'{}',,,10082,1,3,3.4,29442.0,2022-08-01 08:00:00.000 +0800,,,,,
862,2020-03-14 08:42:55.000 +0800,2020-04-09 05:37:06.000 +0800,CV301-CH321 Holed chute wall; Historical Sharepoint Solomon Id 358,,Medium,1,2020-03-13 16:00:00.000 +0800,,5,SOL-KV-CRSH-CONVEY-CV301 -CH321,Chute Tripper CH321,Chute,PM-CHTS,'{}',,,5424,1,3,2.2,14281.0,2022-08-01 08:00:00.000 +0800,,,,,
872,2020-04-05 09:14:00.000 +0800,2020-04-15 22:58:49.000 +0800,CV111 failed hard skirt adjusters; Historical Sharepoint Solomon Id 368,,Medium,1,2020-04-02 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH1-CV111 -ASBLY,Structure Conveyor CV111,Conveyor,PM-STRC,'{}',,,10082,1,3,3.9,27570.0,2022-08-01 08:00:00.000 +0800,,,,,
873,2020-04-09 02:04:45.000 +0800,2020-04-22 07:49:04.000 +0800,RC901 Bucket wheel Contactor Failure; Historical Sharepoint Solomon Id 370,,Medium,1,2020-04-03 16:00:00.000 +0800,,5,SOL-SY-RCLM-RCL901-SR901 -MCC01,Contactor 11kV MCC01-BQ01-MC01,Switchgear,PMGENERAL,'{}',,,1586,1,3,1.4,11000.0,2022-08-01 08:00:00.000 +0800,,,,,
874,2020-04-11 07:25:50.000 +0800,2020-04-20 00:38:56.000 +0800,CV301 Dropped Liner; Historical Sharepoint Solomon Id 371,,Medium,1,2020-04-08 16:00:00.000 +0800,,5,SOL-KV-CRSH-CONVEY-CV301 -ASBLY,Structure Conveyor CV301,Conveyor,PM-STRC,'{}',,,5424,1,3,3.6,27786.0,2022-08-01 08:00:00.000 +0800,,,,,
901,2020-10-04 05:50:53.000 +0800,2020-11-11 06:25:31.000 +0800,CV461-VSD01 Feeder MCB Fault; Historical Sharepoint Solomon Id 398,,Medium,1,2020-10-01 16:00:00.000 +0800,,5,SOL-FT-DSCR-CONVEY-CV461 -DRIV1,VSD Drive Motor CV461,Variable Speed Drive,PM-VSD,'{}',,,3202,1,3,3.3,6760.0,2022-08-01 08:00:00.000 +0800,,,,,
1386,2019-11-05 22:21:57.000 +0800,2019-12-05 02:52:38.000 +0800,RCA612 - SB214 Feed Spout Blockage; Historical Sharepoint CB Id: 8,,Medium,1,2019-10-25 16:00:00.000 +0800,,5,CLB-PP-WSCR-MOD214-SB214 -CH001,Chute Feed CH214 SB214,Chute,PM-CHTS,'{}',,,11150,1,3,2.05,11400.0,2022-08-01 08:00:00.000 +0800,,,,,
1325,2019-11-05 23:27:23.000 +0800,2019-11-28 04:37:58.000 +0800,RCA602 - CV123-102 Transfer Chute Holed; Historical Sharepoint CB Id: 12,,Medium,1,2018-12-31 16:00:00.000 +0800,,5,CLB-PP-CNVY-CNV001-CV123 -CH001,Chute Discharge CV123,Chute,PM-CHTS,'{}',,,11150,1,3,3.98333333333333,20000.0,2022-08-01 08:00:00.000 +0800,,,,,
876,2020-05-16 02:15:08.000 +0800,2020-07-09 23:53:06.000 +0800,Sizer slide chute CH121 dislodged liner; Historical Sharepoint Solomon Id 373,,Medium,1,2020-05-14 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH2-AF121 -CH121,Chute Discharge CH121,Chute,PM-CHTS,'{}',,,10082,1,3,2.2,18889.0,2022-08-01 08:00:00.000 +0800,,,,,
877,2020-05-17 08:45:31.000 +0800,2020-06-10 07:53:40.000 +0800,PU552 Belt Failure; Historical Sharepoint Solomon Id 374,,Medium,1,2020-05-16 16:00:00.000 +0800,,5,SOL-KV-DSND-TAILS3-PSK552-ASBLY,PU552 Booster Pump No 2,Pump,PM-PMP,'{}',,,5424,1,3,6.4,27243.0,2022-08-01 08:00:00.000 +0800,,,,,
878,2020-05-17 22:09:38.000 +0800,2020-06-07 07:40:48.000 +0800,Pressure Transmitter(PIT5574) Failure; Historical Sharepoint Solomon Id 375,,Medium,1,2020-05-16 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-ST501 -EICON,Transmitter Pressure ST501-PIT5574,Pressure Transmitter,PMGENERAL,'{}',,,11111,1,3,3.2,9067.0,2022-08-01 08:00:00.000 +0800,,,,,
880,2020-05-27 04:41:50.000 +0800,2020-05-30 03:48:30.000 +0800,RCA326 20200527 CV151 WEG VSD01 Fault; Historical Sharepoint Solomon Id 377,,Medium,3,2020-05-26 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-CV151 -DRIV1,VSD Drive Motor CV151,Variable Speed Drive,PM-VSD,'{}',,,3202,1,3,3.4,13590.0,2022-08-01 08:00:00.000 +0800,,,,,
881,2020-06-06 08:49:48.000 +0800,2020-08-12 03:08:17.000 +0800,RC901 PLC Failure; Historical Sharepoint Solomon Id 378,,Medium,2,2020-04-17 16:00:00.000 +0800,,5,SOL-SY-RCLM-RCL901-LFD01 -EICON,Devices Field LFD01,Electrical System,PM-ELESY,'{}',,,13116,1,3,5.0,40000.0,2022-08-01 08:00:00.000 +0800,,,,,
882,2020-06-07 07:43:05.000 +0800,2020-07-02 03:20:52.000 +0800,AF111 Spider Controller Failure; Historical Sharepoint Solomon Id 379,,Medium,1,2020-06-05 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH1-AF111 -EICON,Control Panel AF111,Control Panel,PM-INST,'{}',,,11111,1,3,2.0,14596.0,2022-08-01 08:00:00.000 +0800,,,,,
883,2020-06-13 02:11:09.000 +0800,2020-07-29 09:00:54.000 +0800,SN202 Water Sprays Isolation Valve ; Historical Sharepoint Solomon Id 380,,Medium,1,2020-06-12 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB2-SN202 -EICON,Valve Flow Control SN202 - FCV2452,Control Valve,PM-VLV,'{}',,,5424,1,3,4.8,39150.0,2022-08-01 08:00:00.000 +0800,,,,,
884,2020-06-18 02:39:00.000 +0800,2020-06-25 02:42:08.000 +0800,CV705 Drive 3 Low Speed Coupling Failure; Historical Sharepoint Solomon Id 381,,Medium,2,2020-06-16 16:00:00.000 +0800,,5,SOL-KV-CNVY-CONVEY-CV705 -DRIV3,Low Speed Coupling Drive 3 CV705,Coupling,PM-COUP,'{}',,,9517,1,3,60.6,515168.0,2022-08-01 08:00:00.000 +0800,,,,,
885,2020-07-02 03:14:49.000 +0800,2020-09-26 07:15:11.000 +0800,CV 151 Bogging Event; Historical Sharepoint Solomon Id 382,,Medium,2,2020-06-28 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-CV151 -ASBLY,Belt Conveyor CV151,Conveyor Belting,PM-CVBT,'{}',,,1586,1,3,7.0,35000.0,2022-08-01 08:00:00.000 +0800,,,,,
886,2020-07-02 08:37:36.000 +0800,2020-10-13 22:35:56.000 +0800,CRC 363 Motor Failure; Historical Sharepoint Solomon Id 383,,Medium,2,2020-06-28 16:00:00.000 +0800,,5,SOL-FT-CRSH-CRUSH3-CRC363-DRIV1,Motor Electric Drive CRC363,Electrical Motor,PM-MTRS,'{}',,,10545,1,3,4.7,23690.0,2022-08-01 08:00:00.000 +0800,,,,,
888,2020-07-12 22:38:15.000 +0800,2020-12-04 02:42:51.000 +0800,CV801-VSD02 Power Cell Failure; Historical Sharepoint Solomon Id 385,,Medium,2,2020-07-09 16:00:00.000 +0800,,5,SOL-SY-CNVY-CONVEY-CV801 -DRIV2,VSD Drive Motor 2 CV801,Variable Speed Drive,PM-VSD,'{}',,,11111,1,3,6.5,30214.0,2022-08-01 08:00:00.000 +0800,,,,,
891,2020-08-20 07:46:12.000 +0800,2020-10-12 23:41:04.000 +0800,RC901-CV01 Drive 2 Coupling Failure; Historical Sharepoint Solomon Id 388,,Medium,2,2020-08-17 16:00:00.000 +0800,,5,SOL-SY-RCLM-RCL901-CV001 -DRIV2,Motor Electric Drive 2 CV001,Electrical Motor,PM-MTRS,'{}',,,9517,1,3,23.0,198000.0,2022-08-01 08:00:00.000 +0800,,,,,
892,2020-08-22 07:15:55.000 +0800,2020-10-20 01:47:21.000 +0800,BF273 Motor Bearing Failure; Historical Sharepoint Solomon Id 389,,Medium,2,2020-08-19 16:00:00.000 +0800,,5,SOL-FT-SSCR-SSCRN1-BF273 -DRIV1,Motor Electric Drive BF273,Electrical Motor,PM-MTRS,'{}',,,4799,1,3,24.3,44538.0,2022-08-01 08:00:00.000 +0800,,,,,
893,2020-08-22 07:24:33.000 +0800,2020-12-04 07:21:27.000 +0800,SK801- 11KV Feeder Trip; Historical Sharepoint Solomon Id 390,,Medium,1,2020-08-20 16:00:00.000 +0800,,5,SOL-SY-STKG-STK801-SR801 -TF001,Transformer 11kV SK801-SR801-TF01,Transformer,PM-TRAN,'{}',,,3385,1,3,2.3,18360.0,2022-08-01 08:00:00.000 +0800,,,,,
894,2020-08-25 03:14:51.000 +0800,2020-09-25 08:15:29.000 +0800,RC901 Trips; Historical Sharepoint Solomon Id 391,,Medium,1,2020-08-22 16:00:00.000 +0800,,5,SOL-SY-RCLM-RCL901-HR901 -DRIV1,VSD Drive RC901 HR901,Variable Speed Drive,PM-VSD,'{}',,,4799,1,3,2.3,18630.0,2022-08-01 08:00:00.000 +0800,,,,,
896,2020-09-01 03:42:50.000 +0800,2020-10-08 03:48:31.000 +0800,CV705-VSD03 Phase Module Failure; Historical Sharepoint Solomon Id 393,,Medium,1,2020-08-30 16:00:00.000 +0800,,5,SOL-KV-CNVY-CONVEY-CV705 -DRIV3,VSD Drive Motor 3 CV705,Variable Speed Drive,PM-VSD,'{}',,,11111,1,3,3.1,22463.0,2022-08-01 08:00:00.000 +0800,,,,,
898,2020-09-20 08:04:21.000 +0800,2020-10-11 23:57:22.000 +0800,SK801 Cable Reeler Sprocket Failure; Historical Sharepoint Solomon Id 395,,Medium,1,2020-09-15 16:00:00.000 +0800,,5,SOL-SY-STKG-STK801-CA801 -ASBLY,Reeler Cable SK801,Cable Reel,PMGENERAL,'{}',,,9517,1,3,3.1,24840.0,2022-08-01 08:00:00.000 +0800,,,,,
899,2020-09-24 01:05:45.000 +0800,2020-11-24 07:49:34.000 +0800,Pilot Core Circuit Failure; Historical Sharepoint Solomon Id 396,,Medium,2,2020-09-22 16:00:00.000 +0800,,5,SOL-FT,Unknown,Unknown,PMGENERAL,'{}',,,11111,1,3,4.9,36500.0,2022-08-01 08:00:00.000 +0800,,,,,
900,2020-10-04 05:11:09.000 +0800,2020-11-11 06:28:16.000 +0800,RC901-HR01 Encoder Failure; Historical Sharepoint Solomon Id 397,,Medium,1,2020-09-28 16:00:00.000 +0800,,5,SOL-SY-RCLM-RCL901-HR901 -DRIV1,VSD Drive RC901 HR901,Variable Speed Drive,PM-VSD,'{}',,,3202,1,3,3.2,49457.0,2022-08-01 08:00:00.000 +0800,,,,,
902,2020-10-04 05:59:54.000 +0800,2020-11-11 06:26:28.000 +0800,SZ151EM02 Earth Fault; Historical Sharepoint Solomon Id 399,,Medium,1,2020-10-01 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-SZ151 -DRIV2,Motor Electric Drive 2 SZ151,Electrical Motor,PM-MTRS,'{}',,,3202,1,3,3.2,15058.0,2022-08-01 08:00:00.000 +0800,,,,,
903,2020-10-20 00:34:04.000 +0800,2020-12-01 07:48:44.000 +0800,SK802 Cable Reeler Failure; Historical Sharepoint Solomon Id 400,,Medium,1,2020-10-17 16:00:00.000 +0800,,5,SOL-SY-STKG-STK802-CA801 -ASBLY,Reeler Cable SK802,Cable Reel,PMGENERAL,'{}',,,3202,1,3,3.5,13432.0,2022-08-01 08:00:00.000 +0800,,,,,
904,2020-10-21 09:50:38.000 +0800,2020-12-05 04:34:26.000 +0800,FR501 Snapped Wear Belts; Historical Sharepoint Solomon Id 401,,Medium,2,2020-10-19 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND1-FR501 -ASBLY,Belt Filter FR501,Conveyor Belting,PM-FILT,'{}',,,5424,1,3,6.8,52180.0,2022-08-01 08:00:00.000 +0800,,,,,
905,2020-10-26 07:52:51.000 +0800,2020-10-31 05:22:53.000 +0800,PU518 Failed Coupling; Historical Sharepoint Solomon Id 402,,Medium,1,2020-10-22 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-PU518 -DRIV1,Drive Coupling Set PU518,Coupling,PM-COUP,'{}',,,5424,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1346,2019-11-05 23:40:38.000 +0800,2019-12-12 01:12:31.000 +0800,RCA610 - CV003 Fused Isolator Switch Failure; Historical Sharepoint CB Id: 13,,Medium,1,2019-10-15 16:00:00.000 +0800,,5,CLB-PP-CNVY-CNV001-CV111 -EICON,Local Start Stop Station CV111,Local Control Stn,PMGENERAL,'{}',,,10898,1,3,2.78333333333333,20150.0,2022-08-01 08:00:00.000 +0800,,,,,
1424,2019-11-06 07:37:35.000 +0800,2019-11-28 04:41:43.000 +0800,RCA597 - CV106 Belt Rip; Historical Sharepoint CB Id: 28,,Medium,2,2019-08-29 16:00:00.000 +0800,,5,CLB-PP-CNVY-CNV001-CV106 -ASBLY,Belt Conveyor CV106,Conveyor Belting,PM-CVBT,'{}',,,9038,1,3,2.5,15000.0,2022-08-01 08:00:00.000 +0800,,,,,
1361,2019-11-06 07:46:38.000 +0800,2019-12-21 06:47:10.000 +0800,RCA613 - CRJ002 Drive Belt Failure; Historical Sharepoint CB Id: 29,,Medium,1,2019-10-19 16:00:00.000 +0800,,5,CLB-PP-RMIN-HOP005-CR002 -DRIV1,Drive Components CR002,Drive Shaft,PMGENERAL,'{}',,,3366,1,3,2.43333333333333,4700.0,2022-08-01 08:00:00.000 +0800,,,,,
1305,2019-11-09 01:01:51.000 +0800,2019-12-05 02:54:39.000 +0800,RCA617 - SN226 Side Plate Failure; Historical Sharepoint CB Id: 37,,Medium,2,2019-11-07 16:00:00.000 +0800,,5,CLB-PP-WSCR-MOD216-SN226 -CH001,Chute Fines SN226/CV128 CH277 SN226,Chute,PM-CHTS,'{}',,,11150,1,3,70.4166666666667,105600.0,2022-08-01 08:00:00.000 +0800,,,,,
1339,2019-11-20 23:12:34.000 +0800,2019-12-14 01:17:24.000 +0800,RCA622 - SN224 Missing Impact Panels; Historical Sharepoint CB Id: 38,,Medium,1,2019-11-13 16:00:00.000 +0800,,5,CLB-PP-WSCR-MOD214-SN224 -ASBLY,Screen Body Assemby SN224,Screen,PM-STRC,'{}',,,11150,1,3,3.05,13725.0,2022-08-01 08:00:00.000 +0800,,,,,
1329,2019-11-21 04:23:32.000 +0800,2019-12-05 02:53:47.000 +0800,RCA624 - SN225 Loose Impact Panels; Historical Sharepoint CB Id: 39,,Medium,1,2019-11-18 16:00:00.000 +0800,,5,CLB-PP-WSCR-MOD215-SN225 -CH001,Chute Fines SN225/CV128 CH267 SN225,Chute,PM-CHTS,'{}',,,11150,1,3,3.75,16850.0,2022-08-01 08:00:00.000 +0800,,,,,
1409,2019-11-23 01:08:04.000 +0800,2019-12-05 02:53:17.000 +0800,RCA625 - SH213 Brake Gap Adjustment Failure; Historical Sharepoint CB Id: 40,,Medium,2,2019-11-06 16:00:00.000 +0800,,5,CLB-PP-WSCR-SHT001-SH213 -DRIV1,Brake Shuttle SH213,Brake,PM-BRK,'{}',,,11150,1,3,4.56666666666667,40500.0,2022-08-01 08:00:00.000 +0800,,,,,
1308,2019-11-28 00:30:07.000 +0800,2020-03-19 03:43:10.000 +0800,RCA627 - PU226 Motor Failure; Historical Sharepoint CB Id: 41,,Medium,2,2019-11-26 16:00:00.000 +0800,,5,CLB-PP-WSCR-MOD216-PU226 -DRIV1,Motor Electric PU226,Electrical Motor,PM-MTRS,'{}',,,10818,1,3,7.66666666666667,39100.0,2022-08-01 08:00:00.000 +0800,,,,,
1410,2019-11-29 01:20:13.000 +0800,2019-12-15 00:35:29.000 +0800,RCA616 - CV112 Belt Rip; Historical Sharepoint CB Id: 42,,Medium,2,2019-11-03 16:00:00.000 +0800,,5,CLB-PP-TRLO-CNV001-CV112 -ASBLY,Belt Conveyor CV112,Conveyor Belting,PM-CVBT,'{}',,,9038,1,3,16.1833333333333,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1309,2019-11-29 04:22:21.000 +0800,2019-11-29 05:07:11.000 +0800,RCA587 - TLO Bogie Derailment; Historical Sharepoint CB Id: 43,,Medium,2,2019-06-14 16:00:00.000 +0800,,5,CLB-PP-TRLO,Unknown,Unknown,PMGENERAL,'{}',,,9038,1,3,18.1333333333333,135000.0,2022-08-01 08:00:00.000 +0800,,,,,
1311,2019-12-12 00:53:56.000 +0800,2019-12-19 04:42:27.000 +0800,RCA626 - CV003 Belt Damage; Historical Sharepoint CB Id: 45,,Medium,2,2019-12-02 16:00:00.000 +0800,,5,CLB-PP-RMIN-HOP005-CV003 -ASBLY,Conveyor Belt CV003,Conveyor Belting,PM-CVBT,'{}',,,3366,1,3,70.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1411,2019-12-14 23:12:36.000 +0800,2020-01-25 06:13:05.000 +0800,RCA623 - CV108 Misdiagnosed Belt Thickness Reading & Inspections; Historical Sharepoint CB Id: 48,,Medium,2,2019-11-07 16:00:00.000 +0800,,5,CLB-PP-CNVY-CNV001-CV108 -ASBLY,Belt Conveyor CV108,Conveyor Belting,PM-CVBT,'{}',,,9038,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1313,2019-12-19 04:38:10.000 +0800,2020-01-12 13:55:16.000 +0800,RCA630 - PU263 NDE Thrust Bearing Failure; Historical Sharepoint CB Id: 49,,Medium,2,2019-12-16 16:00:00.000 +0800,,5,CLB-PP-DSND-TLG001-PU263 -ASBLY,Pump Tailings Disposal Stage 1 PU263,Pump,PM-PMP,'{}',,,11150,1,3,5.3,31261.0,2022-08-01 08:00:00.000 +0800,,,,,
1314,2019-12-19 06:25:28.000 +0800,2019-12-22 23:46:55.000 +0800,RCA631 - Hopper Liner Dislodgements; Historical Sharepoint CB Id: 50,,Medium,2,2019-12-16 16:00:00.000 +0800,,5,CLB-PP-RMIN-CRUSH8-HP008 -ASBLY,Structure HP008,Bin,PM-BIN,'{}',,,3366,1,3,3.0,15700.0,2022-08-01 08:00:00.000 +0800,,,,,
1286,2020-01-21 09:23:04.000 +0800,2020-12-30 05:13:12.000 +0800,January Production Recovery; Historical Sharepoint CB Id: 51,,Medium,1,2019-12-31 16:00:00.000 +0800,,5,CLB-PP,Unknown,Unknown,PMGENERAL,'{}',,,3869,1,3,61.8333333333333,340000.0,2022-08-01 08:00:00.000 +0800,,,,,
1316,2020-02-23 07:04:15.000 +0800,2020-02-23 07:04:17.000 +0800,RCA638 - SN216 Oversize Chute Missing Billet; Historical Sharepoint CB Id: 54,,Medium,1,2020-02-16 16:00:00.000 +0800,,5,CLB-PP-WSCR-MOD216-SN216 -CH001,Chute Oversize SN216,Chute,PM-CHTS,'{}',,,11150,1,3,4.86666666666667,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1317,2020-02-28 07:01:01.000 +0800,2020-03-27 08:58:51.000 +0800,RCA641 - AF008 Structural Damage; Historical Sharepoint CB Id: 55,,Medium,2,2020-02-26 16:00:00.000 +0800,,5,CLB-PP-RMIN-CRUSH8-AF008 -ASBLY,Structure AF008,Apron Feeder,PM-STRC,'{}',,,3366,1,3,15.5833333333333,40000.0,2022-08-01 08:00:00.000 +0800,,,,,
1387,2020-03-02 01:17:45.000 +0800,2020-03-25 22:45:07.000 +0800,RCA645 - AF008 Bridged Rock; Historical Sharepoint CB Id: 57,,Medium,1,2020-03-01 16:00:00.000 +0800,,5,CLB-PP-RMIN-CRUSH8-AF008 -CH001,Chute Discharge AF008,Chute,PM-CHTS,'{}',,,3366,1,3,2.0,3000.0,2022-08-01 08:00:00.000 +0800,,,,,
1321,2020-03-16 09:18:09.000 +0800,2020-03-16 09:24:11.000 +0800,RCA646 - CV214 Belt Rip; Historical Sharepoint CB Id: 62,,Medium,2,2020-03-11 16:00:00.000 +0800,,5,CLB-PP-WSCR-MOD214-CV214 -ASBLY,Belt Conveyor CV214 CV214,Conveyor Belting,PM-CVBT,'{}',,,11150,1,3,16.7833333333333,1702.0,2022-08-01 08:00:00.000 +0800,,,,,
1428,2020-04-06 05:54:15.000 +0800,2020-06-13 02:56:03.000 +0800,RCA648 - CV102-PY01 Pulley Bearing Failure; Historical Sharepoint CB Id: 64,,Medium,2,2020-03-28 16:00:00.000 +0800,,5,CLB-PP-CNVY-CNV001-CV102 -ASBLY,Pulley 1800 HT Bend 1 CV102,Pulley,PM-PLYS,'{}',,,9038,1,3,28.0,160000.0,2022-08-01 08:00:00.000 +0800,,,,,
1381,2020-06-10 06:40:29.000 +0800,2020-06-10 06:40:29.000 +0800,RCA651 - SZ008 Broken pick; Historical Sharepoint CB Id: 65,,Medium,1,2020-04-15 16:00:00.000 +0800,,5,CLB-PP-RMIN-CRUSH8-SZ008 -ASBLY,Structure SZ008,Sizer,PM-STRC,'{}',,,3366,1,3,2.1,12000.0,2022-08-01 08:00:00.000 +0800,,,,,
1364,2020-06-13 04:14:16.000 +0800,2020-06-13 05:16:30.000 +0800,RCA655 - CV003 Truss Structure Repairs; Historical Sharepoint CB Id: 67,,Medium,1,2020-06-09 16:00:00.000 +0800,,5,CLB-PP-RMIN-HOP005-CV003 -ASBLY,Structure CV003,Conveyor,PM-STRC,'{}',,,3366,1,3,2.41666666666667,14500.0,2022-08-01 08:00:00.000 +0800,,,,,
1396,2020-06-13 04:37:31.000 +0800,2020-06-13 05:16:07.000 +0800,RCA656 - CR002 Broken Dampener Retainers; Historical Sharepoint CB Id: 68,,Medium,1,2020-06-10 16:00:00.000 +0800,,5,CLB-PP-RMIN-HOP005-CR002 -DRIV1,Drive Components CR002,Drive Shaft,PMGENERAL,'{}',,,3366,1,3,1.0,6000.0,2022-08-01 08:00:00.000 +0800,,,,,
